CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_VIA,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB,commodity,country_code,country,mts,year,month,date
2011,5,10019090,10,528,RS,1,1017700,5440267,6867786,2225163,WHEAT,NGA,Nigeria,6867.786,2011,5,2011-05-01
2011,4,10019090,10,474,PR,1,1017700,2246,2245573,700619,WHEAT,MAR,Morocco,2245.573,2011,4,2011-04-01
2011,2,10019090,10,759,PR,1,917800,656480,656480,180532,WHEAT,SDN,Sudan,656.48,2011,2,2011-02-01
2011,4,10019090,10,628,MG,1,717600,20,200,246,WHEAT,GBR,United Kingdom,0.2,2011,4,2011-04-01
2011,1,10019090,10,059,ND,1,1017700,7000000,7000000,1981000,WHEAT,DZA,Algeria,7000.0,2011,1,2011-01-01
2011,5,10019090,10,053,RS,1,1017700,18318670,36969730,11520911,WHEAT,SAU,Saudi Arabia,36969.73,2011,5,2011-05-01
2011,5,10019090,10,820,RS,1,1017700,11266250,27500000,9091250,WHEAT,TUN,Tunisia,27500.0,2011,5,2011-05-01
2011,12,10019090,10,607,SP,1,817800,1500,1500,1821,WHEAT,PRT,Portugal,1.5,2011,12,2011-12-01
2011,5,10019090,10,357,ND,1,1017700,4000000,4000000,1132000,WHEAT,YEM,Yemen,4000.0,2011,5,2011-05-01
2011,1,10019090,10,505,SC,1,917800,1375000,1375000,411125,WHEAT,MOZ,Mozambique,1375.0,2011,1,2011-01-01
2011,1,10019090,10,059,RS,1,1017700,13839769,160557905,44491279,WHEAT,DZA,Algeria,160557.905,2011,1,2011-01-01
2011,1,10019090,10,623,RS,1,1017700,15762,15761694,4334466,WHEAT,KEN,Kenya,15761.694,2011,1,2011-01-01
2011,4,10019090,10,059,RS,1,1017700,24038941,62941782,18533420,WHEAT,DZA,Algeria,62941.782,2011,4,2011-04-01
2011,6,10019090,10,586,PR,7,145300,21,475,191,WHEAT,PRY,Paraguay,0.475,2011,6,2011-06-01
2011,3,10019090,10,240,RS,1,1017700,49819153,50448672,14929437,WHEAT,EGY,Egypt,50448.672,2011,3,2011-03-01
2011,3,10019090,10,059,PR,1,927700,25807986,25807986,7961765,WHEAT,DZA,Algeria,25807.986,2011,3,2011-03-01
2011,2,10019090,10,244,RS,1,1017700,17568,20567000,6078605,WHEAT,ARE,United Arab Emirates,20567.0,2011,2,2011-02-01
2011,7,10019090,10,586,SP,7,145300,105,30,262,WHEAT,PRY,Paraguay,0.03,2011,7,2011-07-01
